AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id,review_cleaned,review_lower,tokens,token_count,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg
Jet Airways,Business Class,,29th December 2013,0,5,0,UnitedKingdom,8.0,yes,9w 121 27th Nov London - Delhi. 9w263 13 Dec Kathmandu - Delhi. 9w122 13 Dec Delhi - London. Good flight to/from Delhi. Good lounge helpful staff enjoyed the food and plentiful drinks. Time went quickly which is a good sign and on time both ways. Did not watch entertainment so can't comment.,,4,5,Jet Airways customer review,,,4,0,1c2339e0-6e0e-4948-a96c-1b41f482d246,9w 121 27th nov london delhi 9w263 13 dec kathmandu delhi 9w122 13 dec delhi london good flight tofrom delhi good lounge helpful staff enjoyed food plentiful drink time went quickly good sign time way watch entertainment cant comment,9w 121 27th nov london - delhi. 9w263 13 dec kathmandu - delhi. 9w122 13 dec delhi - london. good flight to/from delhi. good lounge helpful staff enjoyed the food and plentiful drinks. time went quickly which is a good sign and on time both ways. did not watch entertainment so can't comment.,9w|121|27th|nov|london|delhi|9w263|13|dec|kathmandu|delhi|9w122|13|dec|delhi|london|good|flight|tofrom|delhi|good|loung|help|staff|enjoy|food|plenti|drink|time|went|quickli|good|sign|time|way|watch|entertain|cant|comment,39,7,positive,0.9094,0.19940000000000002,0.8926,0.19394285714285714
Air Canada rouge,Economy Class,,5th June 2014,1,1,0,UnitedStates,1.0,no,"AC1914 May 17 2014. Flew from Toronto to Barcelona. A little over 8 hours. The seats were cramped with no legroom. I am 5' 3"" 118 lbs and could barely fit. No entertainment unless you had an IPAD. Then you could use their system or rent one for 10 bucks! Asked for a blanket. Another 10 bucks for purchase only. Asked for a glass of wine. Another $6.50! The one meal that we received was horrible. The ""snack"" was a dry piece of cake.",,1,1,Air Canada rouge customer review,,,1,0,b67f2203-5e90-4286-a102-9e9911d27200,ac1914 may 17 2014 flew toronto barcelona little 8 hour seat cramped legroom 5 3 118 lb could barely fit entertainment unless ipad could use system rent one 10 buck asked blanket another 10 buck purchase asked glass wine another 650 one meal received horrible snack dry piece cake,"ac1914 may 17 2014. flew from toronto to barcelona. a little over 8 hours. the seats were cramped with no legroom. i am 5' 3"" 118 lbs and could barely fit. no entertainment unless you had an ipad. then you could use their system or rent one for 10 bucks! asked for a blanket. another 10 bucks for purchase only. asked for a glass of wine. another $6.50! the one meal that we received was horrible. the ""snack"" was a dry piece of cake.",ac1914|may|17|2014|flew|toronto|barcelona|littl|hour|seat|cramp|legroom|118|lb|could|bare|fit|entertain|unless|ipad|could|use|system|rent|one|10|buck|ask|blanket|anoth|10|buck|purchas|ask|glass|wine|anoth|650|one|meal|receiv|horribl|snack|dri|piec|cake,46,12,negative,-0.7524,-0.07570833333333334,-0.8033,-0.089275
bmi Regional,Economy Class,June 2018,13th June 2018,0,4,5,UnitedKingdom,9.0,yes,"Stansted to Derry . Nice old fashioned regional airline! No extra charges for baggage, reserved seats or emergency exits. Comfortable regional jet in 1-2 configuration and plenty of leg room. Once flight attendant managed to serve the whole cabin with a complementary drink and snack an hour, offering second drinks before we landed. Very different to what we have become used to with other, larger airlines! The Embraer jet is small, and no it was not brand new but it departed and arrived on time and all in all, I enjoyed the small plane experience - no crowds, more leg room and a nice free G&T. I would recommend bmi Regional without hesitation.",Stansted to Derry ,5,4,enjoyed the small plane experience,Couple Leisure,Trip Verified,5,0,25eecaf5-05d7-4e3b-822b-0172468a3efa,stansted derry nice old fashioned regional airline extra charge baggage reserved seat emergency exit comfortable regional jet 12 configuration plenty leg room flight attendant managed serve whole cabin complementary drink snack hour offering second drink landed different become used larger airline embraer jet small brand new departed arrived time enjoyed small plane experience crowd leg room nice free gt would recommend bmi regional without hesitation,"stansted to derry . nice old fashioned regional airline! no extra charges for baggage, reserved seats or emergency exits. comfortable regional jet in 1-2 configuration and plenty of leg room. once flight attendant managed to serve the whole cabin with a complementary drink and snack an hour, offering second drinks before we landed. very different to what we have become used to with other, larger airlines! the embraer jet is small, and no it was not brand new but it departed and arrived on time and all in all, i enjoyed the small plane experience - no crowds, more leg room and a nice free g&t. i would recommend bmi regional without hesitation.",stanst|derri|nice|old|fashion|region|airlin|extra|charg|baggag|reserv|seat|emerg|exit|comfort|region|jet|12|configur|plenti|leg|room|flight|attend|manag|serv|whole|cabin|complementari|drink|snack|hour|offer|second|drink|land|differ|becom|use|larger|airlin|embraer|jet|small|brand|new|depart|arriv|time|enjoy|small|plane|experi|crowd|leg|room|nice|free|gt|would|recommend|bmi|region|without|hesit,65,6,positive,0.9539,0.29821666666666663,0.9373,0.2748
Iberia,Business Class,February 2023,28th February 2023,0,3,2,Philippines,4.0,no,"We flew Business class on Iberia from Lisbon to Madrid. The only thing great was priority line at check-in and boarding. Nothing else. Upon arrival in Madrid, all my family's bags arrived. EXCEPT MINE. They couldn't locate it for the entirety of my holiday. I had to purchase clothes and toiletries - day by day! Big inconvenience. Unnecessary expenses.",Lisbon to Madrid,2,4,Big inconvenience,Family Leisure,Trip Verified,3,0,9e71c593-1f2f-481d-be3b-e05d5b0771da,flew business class iberia lisbon madrid thing great priority line checkin boarding nothing else upon arrival madrid family bag arrived except mine couldnt locate entirety holiday purchase clothes toiletry day day big inconvenience unnecessary expense,"we flew business class on iberia from lisbon to madrid. the only thing great was priority line at check-in and boarding. nothing else. upon arrival in madrid, all my family's bags arrived. except mine. they couldn't locate it for the entirety of my holiday. i had to purchase clothes and toiletries - day by day! big inconvenience. unnecessary expenses.",flew|busi|class|iberia|lisbon|madrid|thing|great|prioriti|line|checkin|board|noth|els|upon|arriv|madrid|famili|bag|arriv|except|mine|couldnt|locat|entireti|holiday|purchas|cloth|toiletri|day|day|big|inconveni|unnecessari|expens,35,8,negative,0.68,0.0758625,0.68,0.0758625
British Airways,First Class,December 2018,13th December 2018,1,2,1,UnitedKingdom,1.0,no,"Gatwick to Barbados. First class was third rate. A disgusting cabin, crumbs on the seat, dirty carpets and finger marks over the controls - it looked as though it hadn't been properly cleaned for days. Poor service and an entertainment system from a different age. I have avoided flying with BA for the last 20 years, now I remember why. Avoid them if your route allows.",Gatwick to Barbados,2,2,First class was third rate,Couple Leisure,Trip Verified,1,0,a64a72a1-082b-40ba-989c-711fbd7ab2ae,gatwick barbados first class third rate disgusting cabin crumb seat dirty carpet finger mark control looked though hadnt properly cleaned day poor service entertainment system different age avoided flying ba last 20 year remember avoid route allows,"gatwick to barbados. first class was third rate. a disgusting cabin, crumbs on the seat, dirty carpets and finger marks over the controls - it looked as though it hadn't been properly cleaned for days. poor service and an entertainment system from a different age. i have avoided flying with ba for the last 20 years, now i remember why. avoid them if your route allows.",gatwick|barbado|first|class|third|rate|disgust|cabin|crumb|seat|dirti|carpet|finger|mark|control|look|though|hadnt|properli|clean|day|poor|servic|entertain|system|differ|age|avoid|fli|ba|last|20|year|rememb|avoid|rout|allow,37,6,negative,-0.8807,-0.24270000000000003,-0.802,-0.18223333333333333
Air Seychelles,Economy Class,November 2022,26th November 2022,1,1,1,India,1.0,no,They keep on cancelling the flights. I had to reschedule my itinerary twice before finally cancelling my flight for third time. Avoid.,Mumbai to Johannesburg via Mahe,1,1,had to reschedule my itinerary twice,Family Leisure,Trip Verified,1,1,43427e6a-fef2-4e92-864e-ecc415b8f67e,keep cancelling flight reschedule itinerary twice finally cancelling flight third time avoid,they keep on cancelling the flights. i had to reschedule my itinerary twice before finally cancelling my flight for third time. avoid.,keep|cancel|flight|reschedul|itinerari|twice|final|cancel|flight|third|time|avoid,12,3,negative,-0.5859,-0.23353333333333334,-0.5859,-0.23353333333333334
Wizz Air,Economy Class,November 2018,22nd November 2018,0,0,1,UnitedStates,1.0,no,"Budapest to Athens. Avoid at all cost. Fine print rules which make you pay ridiculous amount of fees. Flight cost 40 euro, Boarding printing cost: 55 euro. Avoid. Terrible.",Budapest to Athens,1,1,Avoid at all cost,Couple Leisure,Trip Verified,1,0,d64052f7-ab9d-4286-80b2-624392e24d3b,budapest athens avoid cost fine print rule make pay ridiculous amount fee flight cost 40 euro boarding printing cost 55 euro avoid terrible,"budapest to athens. avoid at all cost. fine print rules which make you pay ridiculous amount of fees. flight cost 40 euro, boarding printing cost: 55 euro. avoid. terrible.",budapest|athen|avoid|cost|fine|print|rule|make|pay|ridicul|amount|fee|flight|cost|40|euro|board|print|cost|55|euro|avoid|terribl,23,6,negative,-0.8225,-0.22365,-0.8225,-0.22365
Thai Lion Air,Economy Class,April 2019,24th April 2019,0,1,1,Australia,1.0,no,"Chiang Mai to Bangkok. This company operates a scam on baggage costs where the website and call centre will not accept pre payment for checked baggage and then when you arrive to the airport they charge exorbitant fees per kilo (working out to be 4x the price of ticket in first place.They then recommended us to buy a new ticket with 20kg luggage included which worked out cheaper, then on complaining they eventually recommended it’d be cheaper for it to go on a cargo flight instead!) Ridiculous. The staff were rude and unhelpful. Then the flight was delayed and the seats so uncomfortable with no legroom.",Chiang Mai to Bangkok,1,1,scam on baggage costs,Couple Leisure,Trip Verified,1,0,4dced6e3-a674-4fb4-a483-f48c4a6bfd1d,chiang mai bangkok company operates scam baggage cost website call centre accept pre payment checked baggage arrive airport charge exorbitant fee per kilo working 4x price ticket first placethey recommended u buy new ticket 20kg luggage included worked cheaper complaining eventually recommended ’ cheaper go cargo flight instead ridiculous staff rude unhelpful flight delayed seat uncomfortable legroom,"chiang mai to bangkok. this company operates a scam on baggage costs where the website and call centre will not accept pre payment for checked baggage and then when you arrive to the airport they charge exorbitant fees per kilo (working out to be 4x the price of ticket in first place.they then recommended us to buy a new ticket with 20kg luggage included which worked out cheaper, then on complaining they eventually recommended it’d be cheaper for it to go on a cargo flight instead!) ridiculous. the staff were rude and unhelpful. then the flight was delayed and the seats so uncomfortable with no legroom.",chiang|mai|bangkok|compani|oper|scam|baggag|cost|websit|call|centr|accept|pre|payment|check|baggag|arriv|airport|charg|exorbit|fee|per|kilo|work|4x|price|ticket|first|placethey|recommend|buy|new|ticket|20kg|luggag|includ|work|cheaper|complain|eventu|recommend|cheaper|go|cargo|flight|instead|ridicul|staff|rude|unhelp|flight|delay|seat|uncomfort|legroom,55,5,negative,-0.9486,-0.43773999999999996,-0.9409,-0.42454000000000003
Vueling Airlines,Economy Class,May 2016,8th May 2016,0,2,3,UnitedKingdom,2.0,no,"✅ , | London to Barcelona return with Vueling. Both the outbound and return flights were late - both times because the cabin crew were late. Had to find this out from other delayed passengers as neither explanation nor apology was given. Would definitely avoid in the future. An unpleasant start and end to an otherwise pleasant stay in Barcelona.",LHR to BCN,1,1,both flights were late,Business,,1,0,f121f329-73d7-4aa2-b6ec-b70068c6aa9c,✅ london barcelona return vueling outbound return flight late time cabin crew late find delayed passenger neither explanation apology given would definitely avoid future unpleasant start end otherwise pleasant stay barcelona,"✅ , | london to barcelona return with vueling. both the outbound and return flights were late - both times because the cabin crew were late. had to find this out from other delayed passengers as neither explanation nor apology was given. would definitely avoid in the future. an unpleasant start and end to an otherwise pleasant stay in barcelona.",london|barcelona|return|vuel|outbound|return|flight|late|time|cabin|crew|late|find|delay|passeng|neither|explan|apolog|given|would|definit|avoid|futur|unpleas|start|end|otherwis|pleasant|stay|barcelona,30,5,negative,-0.0234,-0.004080000000000002,-0.0491,-0.008899999999999998
Turkish Airlines,Economy Class,April 2016,7th May 2016,5,3,3,UnitedStates,8.0,yes,"✅ , |  I booked my Turkish Airlines flight from San Francisco to Vienna via Istanbul, and was nervous by the mixed feedback. But after 4 different flights (4 different planes, 4 different crews, all international) I can say I was fairly pleased with Turkish Airlines. Seats were more or less ok, each head rest had it's own USB so that's a plus - food was average, and I thought the staff was fairly friendly. Their English was ""eh"" but if you're leaving the states anyway it's really a moot point by then.  I believe most of their flights are routed through IST, which I found an easy airport to navigate. I'd feel comfortable with a short layover here (like an hour) if that's a concern for anyone.",SFO to VIE via IST,4,4,I was fairly pleased,Solo Leisure,,5,3,3c7fa4ea-d909-485e-8840-665f37f7392f,✅ booked turkish airline flight san francisco vienna via istanbul nervous mixed feedback 4 different flight 4 different plane 4 different crew international say fairly pleased turkish airline seat less ok head rest usb thats plus food average thought staff fairly friendly english eh youre leaving state anyway really moot point believe flight routed ist found easy airport navigate id feel comfortable short layover like hour thats concern anyone,"✅ , |  i booked my turkish airlines flight from san francisco to vienna via istanbul, and was nervous by the mixed feedback. but after 4 different flights (4 different planes, 4 different crews, all international) i can say i was fairly pleased with turkish airlines. seats were more or less ok, each head rest had it's own usb so that's a plus - food was average, and i thought the staff was fairly friendly. their english was ""eh"" but if you're leaving the states anyway it's really a moot point by then.  i believe most of their flights are routed through ist, which i found an easy airport to navigate. i'd feel comfortable with a short layover here (like an hour) if that's a concern for anyone.",book|turkish|airlin|flight|san|francisco|vienna|via|istanbul|nervou|mix|feedback|differ|flight|differ|plane|differ|crew|intern|say|fairli|pleas|turkish|airlin|seat|less|ok|head|rest|usb|that|plu|food|averag|thought|staff|fairli|friendli|english|eh|your|leav|state|anyway|realli|moot|point|believ|flight|rout|ist|found|easi|airport|navig|id|feel|comfort|short|layov|like|hour|that|concern|anyon,65,6,positive,0.9645,0.3256833333333333,0.9509,0.2800666666666667
Frontier Airlines,Economy Class,May 2018,19th May 2018,1,1,1,UnitedStates,1.0,no,"Knoxville to Denver. Won’t fly Frontier again. We were delayed a total of 5.5 hours after being notified on the half hour mark. No one could tell us why or give us any sort of reason. This includes the attendants at the gate and calling their customer service line. The man on the customer service line led us to believe we would receive a flight voucher of some kind a small we waited more than 3 hours. After waiting about 4.5 hours, a $15 meal voucher was given. Since we had already been waiting for a long time, obviously we had already eaten, and the voucher was meaningless to us. After calling the service line a second time, we were told there was nothing they can do. Maybe they save us some money on flights, but my time is worth more than a $15 meal voucher.",Knoxville to Denver,1,2,Won’t fly Frontier again,Couple Leisure,Trip Verified,2,1,eb62ecca-de54-4699-a37a-25dae9101d80,knoxville denver ’ fly frontier delayed total 55 hour notified half hour mark one could tell u give u sort reason includes attendant gate calling customer service line man customer service line led u believe would receive flight voucher kind small waited 3 hour waiting 45 hour 15 meal voucher given since already waiting long time obviously already eaten voucher meaningless u calling service line second time told nothing maybe save u money flight time worth 15 meal voucher,"knoxville to denver. won’t fly frontier again. we were delayed a total of 5.5 hours after being notified on the half hour mark. no one could tell us why or give us any sort of reason. this includes the attendants at the gate and calling their customer service line. the man on the customer service line led us to believe we would receive a flight voucher of some kind a small we waited more than 3 hours. after waiting about 4.5 hours, a $15 meal voucher was given. since we had already been waiting for a long time, obviously we had already eaten, and the voucher was meaningless to us. after calling the service line a second time, we were told there was nothing they can do. maybe they save us some money on flights, but my time is worth more than a $15 meal voucher.",knoxvil|denver|fli|frontier|delay|total|55|hour|notifi|half|hour|mark|one|could|tell|give|sort|reason|includ|attend|gate|call|custom|servic|line|man|custom|servic|line|led|believ|would|receiv|flight|voucher|kind|small|wait|hour|wait|45|hour|15|meal|voucher|given|sinc|alreadi|wait|long|time|obvious|alreadi|eaten|voucher|meaningless|call|servic|line|second|time|told|noth|mayb|save|money|flight|time|worth|15|meal|voucher,72,12,negative,0.3919,0.008216666666666659,0.2263,-0.016816666666666664
Qantas Airways,Economy Class,April 2022,27th April 2022,0,2,4,Australia,7.0,yes,"Check in was easy. The plane left on time. The staff were friendly and helpful. My only criticism was the ""meal"". Just water and cheese and biscuits. Very paltry for such a full service airline, even if it's a short flight.",Canberra to Melbourne,3,5,My only criticism was the meal,Solo Leisure,Trip Verified,3,0,4bc6799c-08c8-45d3-a05d-32fec5bf205d,check easy plane left time staff friendly helpful criticism meal water cheese biscuit paltry full service airline even short flight,"check in was easy. the plane left on time. the staff were friendly and helpful. my only criticism was the ""meal"". just water and cheese and biscuits. very paltry for such a full service airline, even if it's a short flight.",check|easi|plane|left|time|staff|friendli|help|critic|meal|water|chees|biscuit|paltri|full|servic|airlin|even|short|flight,20,6,positive,0.7184,0.11973333333333334,0.4588,0.07646666666666667
KLM Royal Dutch Airlines,Economy Class,May 2019,19th May 2019,1,3,2,Luxembourg,4.0,no,"Luxembourg to Oslo via Amsterdam. Early morning flight from Luxembourg to Oslo via Amsterdam. Shortly before boarding they announce there is a technical problem. About 45 minutes later I call KLM for advice whether to rebook immediately for fear of missing the connection in Amsterdam. Person on the other end is of no help and barely understands my question. About 90 minutes after we were supposed to board, flight is cancelled and we are advised to go to counters for rebooking. While waiting in line I discover an e-mail from KLM saying they've rebooked us to an evening flight, which means delay in arrival of about 12 hours, midnight instead of noon. At the counter we are informed there are no available earlier flights and we get zero information about EU directive for compensation in case of delay, just a useless peace of paper saying they're sorry and how I can contact customer service on Twitter. We get vouchers for 10 EUR of airport food and that's it. On the evening flight there are problems as the airport system says the flight is closed and we cannot go to security, takes about 20 minutes to clear that up. Flight to Amsterdam goes smoothly and we arrive practically on the gate for the connection. Flight Amsterdam to Oslo is delayed about 15 minutes. On the way back, Oslo-Amsterdam goes well. Amsterdam to Luxembourg, they put us in the plane and announce there is a delay due to strike of Belgian air control, will take about 20 minutes, ends up taking 35, and then they discover a technical problem and call maintenance. Another good 20 minutes until they reset something, and we are good to go. Which means another 10-15 minutes plus long taxi. During lift-off, drops of water fall on my husband sitting next to the window, most likely condensate due to poor isolation on the cabin roof. Also once during the flight. First time flying KLM, two delays in a week, and one of those significant. We planned a day and a half in Oslo and this delay significantly influenced our schedule, not to mention we were horribly tired after waking up at 4 to catch the first flight and then waiting an entire day for the next one. The only reason they are getting 4/10 is that the customer service answered my e-mail quickly and said we were eligible for compensation according to the EU directive. However, had I not known my rights, KLM certainly would not have informed me of them. Would not recommend and will not fly again.",Luxembourg to Oslo via Amsterdam,3,4,Would not recommend,Couple Leisure,Not Verified,2,0,02c81d46-6f2b-435d-abbf-8b26068b31c1,luxembourg oslo via amsterdam early morning flight luxembourg oslo via amsterdam shortly boarding announce technical problem 45 minute later call klm advice whether rebook immediately fear missing connection amsterdam person end help barely understands question 90 minute supposed board flight cancelled advised go counter rebooking waiting line discover email klm saying theyve rebooked u evening flight mean delay arrival 12 hour midnight instead noon counter informed available earlier flight get zero information eu directive compensation case delay useless peace paper saying theyre sorry contact customer service twitter get voucher 10 eur airport food thats evening flight problem airport system say flight closed go security take 20 minute clear flight amsterdam go smoothly arrive practically gate connection flight amsterdam oslo delayed 15 minute way back osloamsterdam go well amsterdam luxembourg put u plane announce delay due strike belgian air control take 20 minute end taking 35 discover technical problem call maintenance another good 20 minute reset something good go mean another 1015 minute plus long taxi liftoff drop water fall husband sitting next window likely condensate due poor isolation cabin roof also flight first time flying klm two delay week one significant planned day half oslo delay significantly influenced schedule mention horribly tired waking 4 catch first flight waiting entire day next one reason getting 410 customer service answered email quickly said eligible compensation according eu directive however known right klm certainly would informed would recommend fly,"luxembourg to oslo via amsterdam. early morning flight from luxembourg to oslo via amsterdam. shortly before boarding they announce there is a technical problem. about 45 minutes later i call klm for advice whether to rebook immediately for fear of missing the connection in amsterdam. person on the other end is of no help and barely understands my question. about 90 minutes after we were supposed to board, flight is cancelled and we are advised to go to counters for rebooking. while waiting in line i discover an e-mail from klm saying they've rebooked us to an evening flight, which means delay in arrival of about 12 hours, midnight instead of noon. at the counter we are informed there are no available earlier flights and we get zero information about eu directive for compensation in case of delay, just a useless peace of paper saying they're sorry and how i can contact customer service on twitter. we get vouchers for 10 eur of airport food and that's it. on the evening flight there are problems as the airport system says the flight is closed and we cannot go to security, takes about 20 minutes to clear that up. flight to amsterdam goes smoothly and we arrive practically on the gate for the connection. flight amsterdam to oslo is delayed about 15 minutes. on the way back, oslo-amsterdam goes well. amsterdam to luxembourg, they put us in the plane and announce there is a delay due to strike of belgian air control, will take about 20 minutes, ends up taking 35, and then they discover a technical problem and call maintenance. another good 20 minutes until they reset something, and we are good to go. which means another 10-15 minutes plus long taxi. during lift-off, drops of water fall on my husband sitting next to the window, most likely condensate due to poor isolation on the cabin roof. also once during the flight. first time flying klm, two delays in a week, and one of those significant. we planned a day and a half in oslo and this delay significantly influenced our schedule, not to mention we were horribly tired after waking up at 4 to catch the first flight and then waiting an entire day for the next one. the only reason they are getting 4/10 is that the customer service answered my e-mail quickly and said we were eligible for compensation according to the eu directive. however, had i not known my rights, klm certainly would not have informed me of them. would not recommend and will not fly again.",luxembourg|oslo|via|amsterdam|earli|morn|flight|luxembourg|oslo|via|amsterdam|shortli|board|announc|technic|problem|45|minut|later|call|klm|advic|whether|rebook|immedi|fear|miss|connect|amsterdam|person|end|help|bare|understand|question|90|minut|suppos|board|flight|cancel|advis|go|counter|rebook|wait|line|discov|email|klm|say|theyv|rebook|even|flight|mean|delay|arriv|12|hour|midnight|instead|noon|counter|inform|avail|earlier|flight|get|zero|inform|eu|direct|compens|case|delay|useless|peac|paper|say|theyr|sorri|contact|custom|servic|twitter|get|voucher|10|eur|airport|food|that|even|flight|problem|airport|system|say|flight|close|go|secur|take|20|minut|clear|flight|amsterdam|go|smoothli|arriv|practic|gate|connect|flight|amsterdam|oslo|delay|15|minut|way|back|osloamsterdam|go|well|amsterdam|luxembourg|put|plane|announc|delay|due|strike|belgian|air|control|take|20|minut|end|take|35|discov|technic|problem|call|mainten|anoth|good|20|minut|reset|someth|good|go|mean|anoth|1015|minut|plu|long|taxi|liftoff|drop|water|fall|husband|sit|next|window|like|condens|due|poor|isol|cabin|roof|also|flight|first|time|fli|klm|two|delay|week|one|signific|plan|day|half|oslo|delay|significantli|influenc|schedul|mention|horribl|tire|wake|catch|first|flight|wait|entir|day|next|one|reason|get|410|custom|servic|answer|email|quickli|said|elig|compens|accord|eu|direct|howev|known|right|klm|certainli|would|inform|would|recommend|fli,233,23,negative,-0.9818,-0.1691608695652174,-0.9834,-0.17816086956521737
Tigerair Australia,Economy Class,,14th January 2014,0,3,3,Australia,10.0,yes,A320-232's (VH-VNC) from Melbourne to Cairns on TT462. Aircraft was the first to take on the rebrand from Tiger Airways to Tigerair. It had brand new very comfortable seats and a very friendly and helpful cabin-crew. This is the 3rd time I've flown with Tigerair Australia and for a budget carrier I have been unable to fault them so far!,,4,5,Tigerair Australia customer review,,,5,0,2408110f-5903-4ba0-88c2-e622207cfebb,a320232s vhvnc melbourne cairn tt462 aircraft first take rebrand tiger airway tigerair brand new comfortable seat friendly helpful cabincrew 3rd time ive flown tigerair australia budget carrier unable fault far,a320-232's (vh-vnc) from melbourne to cairns on tt462. aircraft was the first to take on the rebrand from tiger airways to tigerair. it had brand new very comfortable seats and a very friendly and helpful cabin-crew. this is the 3rd time i've flown with tigerair australia and for a budget carrier i have been unable to fault them so far!,a320232|vhvnc|melbourn|cairn|tt462|aircraft|first|take|rebrand|tiger|airway|tigerair|brand|new|comfort|seat|friendli|help|cabincrew|3rd|time|ive|flown|tigerair|australia|budget|carrier|unabl|fault|far,30,4,positive,0.829,0.105475,0.5562,0.06525000000000002
Ryanair,Economy Class,,28th April 2014,0,3,0,UnitedKingdom,10.0,yes,We recently flew to Gerona from Manchester with Ryanair. There were 6 of us travelling. After all the bad press about Ryanair really cannot understand what people are complaining about. We had the easiest and fastest check in any of us have experienced. The staff were all very helpful. Then leaving Gerona back to Manchester was exactly the same. Would definitely use again and recommend to other people.,,5,5,Ryanair customer review,,,5,0,231efe3e-8f86-4da1-b22e-f06b944c3125,recently flew gerona manchester ryanair 6 u travelling bad press ryanair really understand people complaining easiest fastest check u experienced staff helpful leaving gerona back manchester exactly would definitely use recommend people,we recently flew to gerona from manchester with ryanair. there were 6 of us travelling. after all the bad press about ryanair really cannot understand what people are complaining about. we had the easiest and fastest check in any of us have experienced. the staff were all very helpful. then leaving gerona back to manchester was exactly the same. would definitely use again and recommend to other people.,recent|flew|gerona|manchest|ryanair|travel|bad|press|ryanair|realli|understand|peopl|complain|easiest|fastest|check|experienc|staff|help|leav|gerona|back|manchest|exactli|would|definit|use|recommend|peopl,29,7,positive,0.6997,0.12645714285714285,0.6115,0.10378571428571429
Cathay Pacific Airways,Premium Economy,,4th April 2015,4,5,0,HongKong,9.0,yes,HKG to Newark premium economy cabin showed as full was actually quiet. Really all you get is a better seat and more space. Bathroom is actually quite a way back in economy. Good food excellent CX service as usual they were very present during long flight making lots of runs. Very helpful with the ancient Americans who seemed to have a wide range of special needs and requests. The front section of economy is not really that different to premium. On time pilot updated regularly and all in all much better than other option United. Lounge in HK fantastic but really too busy as many members get there very early to spend 4 hours or so there.,,5,5,Cathay Pacific Airways customer review,,,4,0,e72054b4-bfae-4cb1-a4a2-a41ff572a0b0,hkg newark premium economy cabin showed full actually quiet really get better seat space bathroom actually quite way back economy good food excellent cx service usual present long flight making lot run helpful ancient american seemed wide range special need request front section economy really different premium time pilot updated regularly much better option united lounge hk fantastic really busy many member get early spend 4 hour,hkg to newark premium economy cabin showed as full was actually quiet. really all you get is a better seat and more space. bathroom is actually quite a way back in economy. good food excellent cx service as usual they were very present during long flight making lots of runs. very helpful with the ancient americans who seemed to have a wide range of special needs and requests. the front section of economy is not really that different to premium. on time pilot updated regularly and all in all much better than other option united. lounge in hk fantastic but really too busy as many members get there very early to spend 4 hours or so there.,hkg|newark|premium|economi|cabin|show|full|actual|quiet|realli|get|better|seat|space|bathroom|actual|quit|way|back|economi|good|food|excel|cx|servic|usual|present|long|flight|make|lot|run|help|ancient|american|seem|wide|rang|special|need|request|front|section|economi|realli|differ|premium|time|pilot|updat|regularli|much|better|option|unit|loung|hk|fantast|realli|busi|mani|member|get|earli|spend|hour,66,8,positive,0.9061,0.3642625,0.9108,0.38692499999999996
Malaysia Airlines,Business Class,June 2015,13th June 2015,3,5,4,NewZealand,10.0,yes,"I have been a Malaysia Airlines loyal customer for many years and slowly I have seen their decline over the last 5 years or so but they have turned themselves around. The service, food and wine was the best from Auckland to K.L, and both my wife and I were really impressed. On the flight from K.L I slept most of the way but every one was friendly and great comfort in the big 380, spotlessly clean and a great flight. So impressed that this airline is on its way again to one of the best, good on them.",Auckland to London via Kuala Lumpur,4,5,Malaysia Airlines customer review,Couple Leisure,,5,0,d0081b52-8264-453d-b5fe-76f06b7368ef,malaysia airline loyal customer many year slowly seen decline last 5 year turned around service food wine best auckland kl wife really impressed flight kl slept way every one friendly great comfort big 380 spotlessly clean great flight impressed airline way one best good,"i have been a malaysia airlines loyal customer for many years and slowly i have seen their decline over the last 5 years or so but they have turned themselves around. the service, food and wine was the best from auckland to k.l, and both my wife and i were really impressed. on the flight from k.l i slept most of the way but every one was friendly and great comfort in the big 380, spotlessly clean and a great flight. so impressed that this airline is on its way again to one of the best, good on them.",malaysia|airlin|loyal|custom|mani|year|slowli|seen|declin|last|year|turn|around|servic|food|wine|best|auckland|kl|wife|realli|impress|flight|kl|slept|way|everi|one|friendli|great|comfort|big|380|spotlessli|clean|great|flight|impress|airlin|way|one|best|good,43,6,positive,0.9949,0.54865,0.9938,0.5242
