AirlineName,CabinType,OverallScore,Recommended,Review,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_score,sentiment_label,recommend_sentiment_consistency,rating_sentiment_note
Frontier Airlines,Economy Class,1.0,no,"One of the worst customer service experience ever, my bag was 2 inches over their specifications and they asked us to pay for it, while I go to the counter to pay for it then the lady changed her mind and ask us to pay for my wife handbag, my wife just had a laptop bag and small handbag we said we will fit the hand bag into her laptop bag. She wouldn’t agree for it and even we tried requesting her again as we’re already paying for my bag. Then she wont listen anything we speak just do you want to pay for 2 bags or I will close the gates. We have no choice but to pay as the gates will close soon. Then the same lady at the flight entrance looks at us and says ‘oh my god’ is that how you treat your customers. Never in my life I will fly with frontier again and I will suggest my friends and family not to do so. Never seen a flight charging for purse/wallet.",0.056,0.868,0.076,0.7845,positive,possible_mismatch,low_rating_but_positive_text
Egyptair,Economy Class,1.0,no,Abu Dhabi to Toronto via Cairo with my family of 5 including twin babies and it was the worst flying experience ever. Upon booking I called to request bassinets for the babies but was told to do so at the check-in counter. Upon arrival there I was informed it's a full flight and sorry but there's nothing they could do. So first leg we held our babies for 3+ hours. For leg 2 after much begging we were given 1 bassinet and for the 12 hour flight it was extremely difficult for us. I will go above and beyond to ensure my friends and family and their friends know never to fly with Egyptair.,0.06,0.848,0.092,0.7193,positive,possible_mismatch,low_rating_but_positive_text
Singapore Airlines,Business Class,4.0,no,"Singapore to Hong Kong. New cabin I can t believe SQ spent so much in ""upgrading"" the business class seat which on 777-300 is way more elegant and comfortable. Still same awkward angle and I have never experienced such hard seats. Claustrophobic, narrow, hard and squeezing more seats. Will avoid as much as possible flying on the A380.",0.083,0.791,0.126,0.5844,positive,possible_mismatch,low_rating_but_positive_text
ZIPAIR,Economy Class,2.0,no,"This airline is a total rip-off for the extras. First airline that I have ever travelled with a restriction on the number of bags that can be attributed to a passenger for check-in. So that meant that even if I didn't hit the limit of 32kg extra baggage that I purchased out of my own pocket using 1 bag, the other bags cannot be checked in. Judging from the number of people who were also stuck at the check-in line, I know that this requirement is not clearly made known to passengers. Had to purchase for seat assignments. That itself was understandable since this is a budget airline. But the seat was not clearly indicated to be non reclining! Imagine 6hrs of sitting upright! Someone ought to be compassionate enough to indicate this to passengers just like what other airlines does.",0.05,0.881,0.069,0.5951,positive,possible_mismatch,low_rating_but_positive_text
StarFlyer,,5.0,no,Tokyo-Osaka-Tokyo. Starflyer has the best cost/performance ratio of the market: very comfortable leather seat in A320. Easy to get emergency exit at check in when requested but still at least 34 inch legroom. Drink service PTV footrest for 1 hour flight and professional attendants. At a unbeatable rate when booking a bit in advance (even less than the Shinkansen). The only drawbacks are the lack of frequency for Osaka comparing to JL or NH still OK with 6 flights per day.,0.05,0.78,0.17,0.908,positive,possible_mismatch,normal
American Airlines,Premium Economy,2.0,no,"American has been reducing steadily service and quality since Covid - and it is being noticed. My flight from Charlotte to Evansville was 1hr 20min, but no drink / snack cart was brought out. The attendant announced that drinks ""available upon request"" (and this has happened before), but only 2 asked for a soda. This flight had 1 open seat - due to the fact that American dropped the flights from Chicago to EVV forcing people to use Charlotte. The Admiral Club in Pittsburgh was closed 6 months in 2021 (for renovation) and is now open but closed on Sundays. And now the main club at Charlotte is down 6 months. The Platinum Pro / Sapphire phone-in number has a typical wait time of 3 to 4 hours, and then you get an agent with an Indian dialect that does not know how to navigate the Sabre system - so American has outsourced this service to India and I assume laid off the well trained U.S. agents we used to enjoy. Finally, American has changed their program to Loyalty points instead of flight miles and segments. In short, American has systematically cheapened everything about their service - for preferred and non-preferred passengers alike.",0.013,0.912,0.075,0.9231,positive,possible_mismatch,low_rating_but_positive_text
Emirates,Business Class,5.0,no,I flew business class from New York to Dubai. I was so looking forward to it since I heard that it was in a class by itself. What a disappointment. The crew were well scrubbed in their uniforms and led me to my seat. It consisted of a small cube like area with a nice sized video screen. I soon found out that the space was very constricting. My wife was next to me and a partition between us was lowered but not all the way. There was a 4 inch portion that still protruded that did not allow for comfortable placement of my arm. The lie flat seats were not truly lie flat. By the way this was an A380 and the seats were more 175 degrees. The head area seemed a little bit elevated. There was a cushion-mattress that was given to place over the reclined seat that did make it more comfortable but the confined space of the pod like area was uncomfortable. I could not really move my arms very well around my head. I had flown Air New Zealand a few months ago and their business class on a 777 was far superior. When I arrived on New York on the return the flight was an hour late. Even though my baggage was checked thru to Jetblue when I went through customs and tried to recheck the baggage I was told it was too late for it to be transferred to the Jetblue flight. It was 55 minutes to the flight and they needed an hour at least. The Emirates rep said she could not help me. I thought that she could have provided a porter to take the luggage over to Jetblue with me but I had to do that on my own. My next trip to Dubai I am going to try Etihad business and I hope that the experience is better.,0.052,0.865,0.082,0.9106,positive,possible_mismatch,normal
Pakistan Intl Airlines,Economy Class,5.0,no,YYZ-KHI. I made a request for a special meal (non-dairy veg) well in advance of the flight and reconfirmed with PIA prior to my departure. On the flight I was served lamb for dinner and chicken for breakfast. I ate two small salads during this 16 hour flight and the flight attendant insisted no special meal had been provided for me. Cheap tickets but I guess you get what you pay for.,0.043,0.911,0.046,0.0441,neutral,possible_mismatch,normal
United Airlines,Economy Class,1.0,no,We arrive at STL airport to find that we are a minute late to be able to check our baggage. They then schedule us on the next flight which means we now have a layover and will be getting to our destination two hours late. After waiting for our new flight to board we are notified that our flight is late and we will have to take a different flight now which will make us now another hour late on top of the other two hour delay. To top it all off they didn't have two seats available together and not once did a staff member apologize.,0.021,0.934,0.045,0.1779,positive,possible_mismatch,low_rating_but_positive_text
Ryanair,Economy Class,1.0,no,"Worst experience I’ve ever had, both my flights to and from Pisa were delayed. We weren’t informed of this at any point and had to continuesly check the departure board to keep up to date! The customer service was atrocious and the only time I felt like they cared that about my experience was when one of the rude cabin girls was trying to sell perfumes or very expensive food on the plane. My plane to Pisa was an hour late and I understand that things can happen but the plane journey home was delayed by 8.5 hours with no explanation and no apology! They charge extra for any extra luggage other than a small carry on bag and charge silly money for things such as sitting next to the person you’re travelling with. British Airways is a little more expensive on flights but at least their customer service is good, they’re very helpful whenever you find yourself struggling with anything and they don’t treat you like a money sign for the five seconds they have to try and take as much money from you as they’re able!",0.076,0.826,0.097,0.7501,positive,possible_mismatch,low_rating_but_positive_text
Air Berlin,Business Class,2.0,no,We flew from Berlin to Abu Dhabi Business Class. The flight was late in Berlin and 40 minutes late on arrival at Abu Dhabi. Missed our next flight to Bangkok. The seats are narrow and for tall persons it is impossible to sleep. The meal is not worth talking about. The cabin crew were friendly.,0.065,0.88,0.054,0.0859,positive,possible_mismatch,low_rating_but_positive_text
Jetstar Airways,Economy Class,4.0,no,"9:00pm Jetstar Airways flight from Changi to Melbourne, first thing I noticed about the flight was that it was very cramped and the seats uncomfortable. Being on a saver fare, no food was included, but found the prices to be reasonable onboard - but water should be free. Flown Jetstar many times on domestic flights, but will not fly again on international as the comfort and service is not up to par compared to other budget airlines such as Scoot and AirAsia x.",0.038,0.877,0.085,0.743,positive,possible_mismatch,low_rating_but_positive_text
United Airlines,Economy Class,1.0,no,"San Francisco to Newark with United Airlines. UA added a $150 unaccompanied minor fee for my nearly 16 year old daughter and almost cancelled the flight on me. If you are going to charge this ridiculous fee, let your customers know up front they have to pay it. My 15 year old who has flown all over the world and has never been charged a fee but could not fly alone on a non-stop flight to SFO. You should not add a fee on after and threaten to cancel her flight. I have a half a million United miles on my accounts and have been loyal for years but after today I have to say I will never fly United if I have a choice and will happily spread the word about this terrible customer service.",0.115,0.772,0.113,0.1851,positive,possible_mismatch,low_rating_but_positive_text
Emirates,Economy Class,5.0,no,CMB-SIN in late December. Flight boarded late although had arrived on time from DXB with no explanation and a call 40 mins before anything happened. Relatively comfortable seating on a 777 - the two of us had one of the only rows with only two seats at the very back. Great inflight entertainment but let down by lousy service. They seemed disorganised at best and the meal and drinks took 2.5 hours to arrive. Quality of food not good but given plenty of actually drinkable wine with a smile and apologies. Great arrival experience in SIN - we were out 20 mins after touch-down.,0.118,0.718,0.164,0.7167,positive,possible_mismatch,normal
Egyptair,Business Class,3.0,no,New York to Cairo and return and wished we had waited until January 2011 when the new 777-300ER will be available. Service ordinary seats were better than economy but only barely. Attendants helpful when asked but did not go out of their way to assist. The domestic trips on Egypt Air were better than the flight over.,0.0,0.856,0.144,0.8435,positive,possible_mismatch,low_rating_but_positive_text
Jetstar Airways,Economy Class,1.0,no,"Sydney to Brisbane. Went to Melbourne 2018 March for daughters surprise birthday. From 9am in the morning it kept delaying but luckily got one at around 5 pm. Went again in March 2020. Today 29 March 2922 to Brisbane, so far at time of this post flight delayed for 30 minutes. This company offers very good prices for its flights across the country But one has to be patient for delays with this airline. I will not travel with this airline anymore given their track record for delays, even if i was given free tickets. Pay more for a reputable airline to get you to your destination on time",0.032,0.846,0.121,0.9151,positive,possible_mismatch,low_rating_but_positive_text
British Airways,Premium Economy,1.0,no,"Terrible experience with British Airways! I was obligated to check-in my carry-on suitcase due to my group number, according to the girl at the front desk. Then, they could miss my two suitcases, plus the luggage of my boyfriend, who traveled with me. After 3 days, they delivered 2 of our 3 bags, and since then the promise of deliver the last one persists. Now, already 10 days passed, and still no information of where the last suitcase is. Always the promise that the bag will be delivered today, but it never happens! No respect with the customer! First and last time with British Airways for sure! I don't recommend at all!!",0.062,0.845,0.093,0.5687,positive,possible_mismatch,low_rating_but_positive_text
Copa Airlines,Economy Class,1.0,no,"I don't usually take the time to write reviews of this kind but I have to take the time now after what happened. We scheduled a flight from SFO to BOG on March 14, 2022 and after several weeks waiting found that the flight was delayed for 6 hours. Upon calling, we were told that we could arrange a new flight by talking to the airport directly. Upon arrival I was informed that there was no way for the staff at the airport to help with the change as the staff were hired by a third party. To add salt to injury, we were traveling with pets which proved to play against us as the pets were not in their records (fees had been paid to Copa) and a form was missing which we were never informed of in any of the more than five calls that we had with airline reps. We had prepaid our luggage and were told that they didn't have any records of such payment. We had to show our receipts as proof that we had already paid for our bags. We had paid three consecutive seats in the same row but we were given seats in different rows. We were only allowed to move after explaining our situation to later be asked to move again by a different flight attendant. I don't know if there is a way to make matters worse but they informed us that our connection flight would be delayed another 24 hours. I honestly don't recommend this airline to anyone and hope that everyone learns this lesson.",0.071,0.856,0.074,0.2228,positive,possible_mismatch,low_rating_but_positive_text
United Airlines,Premium Economy,1.0,no,"This a warning for those selecting Premium Economy Plus on United (not to be confused with Econ Plus). Completely Shady, but more like a scam. First, I haven’t taken the flight yet, but feel the need to share. I was selecting seats on a code share operated by United. 1) Selected seats on the window side to be more comfortable because the cabin offers 2 seats on either side with 4 in the middle 777 300er. 2) Immediately following the process a ‘special’ upgrade offer was presented for the low price of $268: click here to pay and select seats. 3) The kicker was the offer was a downgrade to Economy Plus that offers a few extra inches of leg room in the economy cabin, yes big difference from Econ Premium Plus and Econ Plus. For those that don’t know, int’l Premium Plus is basically the same seats used for Domestic first class. Econ Plus only provides a little extra legroom near the front of the Economy cabin United should be ashamed. This about tops anything I’ve dealt with on Domestic US carriers. Another reason to stay away. My fault I didn’t catch the return flight was Air New Zealand, but the least reputable legacy carrier in the US.",0.078,0.788,0.135,0.9308,positive,possible_mismatch,low_rating_but_positive_text
British Airways,Business Class,1.0,no,"New York JFK to London Heathrow with British Airways. Please bear in mind that this complaint concerns a business class ticket. Customer service is non existant. I could not choose seat on line. Called for help and was told it was not possible for them to do it over the phone. Suggested I use another browser. I called a friend who could try using her pc and another browser. Same story. Unable to choose seat. Called airline again and was told that it could only be done by airport staff. After pressing them for the number and being assured I was being given the contact info for BA at JFK, I called only to discover I had been given the general phone number for JFK. Absurd. I hadn't used this airline in years and never will again. It's a shame. They used to be such a class act.",0.035,0.881,0.084,0.6908,positive,possible_mismatch,low_rating_but_positive_text
Air France,Economy Class,1.0,no,"On 10/03 Air France employees refused to let my mother board a flight from Nairobi to Atlanta via Paris. She requested that the employees at the airport to cancel and reimburse the full ticket fee and I also called customer care to help resolve this issue. However, we have not gotten a full refund of my cancel ticket. This airline allowed passengers to purchase airfare tickets three days to travel day with a layover in Paris, France without warning that passengers travelling to America will not be allowed in Europe. Upon arrival at the airport, they refused we board the flight to Atlanta, GA. Customer service was extremely rude, I was on hold for at least 2 hours trying to reschedule my flight or get a refund - none of which happened. If laying over in Pairs, France they will require you to get a mandatory visitor visa.",0.072,0.854,0.073,0.0369,neutral,possible_mismatch,normal
British Airways,Business Class,4.0,no,"When you travel British Airways its like you are lucky to be able to be with British Airways staff. Right from the start the check in girl on business told us the flight was closed which was a load of rubbish 1 hour and 10 minutes before the flight. She spent ten minutes on the phone to someone to see if it was too late. Because I need special assistance they didn't have anyone to push my wheelchair so my wife had to do it. My wife now very stressed and I arrive at the finger and when we could see that everyone was still there I asked the man on the desk about being closed and he said nonsense. My wife says thanks for the unnecessary stress. The guys on the desk were great and offered to push my chair which was actually quite a long way. The cabin layout has 7 seats across whereas all the other 787's I have been on have 6. That means they are squeezing in another seat and it is very, very narrow the cabin crew knocking my arm every time they passed by. Of course the 787 is a great aircraft. So for me the seat was below my expectation. I was also amazed that I had to pay £190 to reserve seats, I don't pay anything with other airlines. The food was just OK nothing exciting and the choice of films was not that great but then that is all personal choice. In my opinion fly with a different airline if you can there are seriously better airlines who don't have snobs working for them.",0.044,0.874,0.082,0.885,positive,possible_mismatch,low_rating_but_positive_text
ITA Airways,Business Class,2.0,no,"The only real reason to fly business class on a long route is to be able to sleep on the plane. Impossible on this flight, I was awake the whole time. The seat did go down to perfectly flat, but it was so narrow that I couldn't sleep on my side and so lumpy as to be uncomfortable in any case. By far the worst bed I have encountered in any business class. The food and wine were OK but just OK. The entertainment system had a very limited selection, and the categories of ""live news,"" ""classic movies,"" and ""world cinema"" were all non-functional. Best aspect of the journey was the flight crew, who were nice, forthcoming, and helpful. Note also that I was sent an SMS and an email shortly before the flight left, both of them listing the same incorrect gate (""23C"", which does not exist at JFK Terminal 1 - the correct gate was 4).",0.064,0.809,0.127,0.9111,positive,possible_mismatch,low_rating_but_positive_text
American Airlines,Economy Class,1.0,no,"My 90 year old mother-in-law had reservations for a flight out of San Diego to Oklahoma City yesterday. Got to check-in yesterday and was told her flight was cancelled. No empathy from the staff and nothing for the inconvenience, but oh well, nothing you can do (and I was a little happy that we got her for an additional day). Then take her today and everything was “good”. Except that her flight to Phoenix was an hour late. She then missed her connection in Phoenix and had to sit there. She was told she was on Standby (can you imagine this?). She is 90. I then called to see what we can do and the message said “our wait time is 4 hours”. After their automated system couldn’t hear me say “customer service” several times I had to listen repeatedly to a message that said “your call is important to us”.",0.037,0.895,0.068,0.7282,positive,possible_mismatch,low_rating_but_positive_text
Blue Air,Economy Class,1.0,no,"Iasi to Munich, I had just hand luggage, just a rucksacks, to check-in everything was alright, they didn't said anything, like ""hey the Rucksacks is to big or not good"", then to the gates control everything was alright no one said anything.  I was shocked when I saw that before boarding in the plane, the last control place with 30 Min before departure with a lot of people waiting they started measuring hand luggage. Is just funny, because are existing this type of baggage with a standard measure, exact with what the rules of the airplane line are asking for and this bags or not enough good to pass in this special support for baggage. Then we paid 70 euro for the little bags.  Really disappointed.",0.099,0.77,0.13,0.6781,positive,possible_mismatch,low_rating_but_positive_text
Cathay Pacific Airways,Premium Economy,7.0,no,CX790 KUL to HKG and CX826 to Toronto. Premium economy seats all the way. The seats are comfy and have great legroom but still feel cramped when the seat in front reclines. On the first leg KUL-HKG there was no drink service before takeoff or a hot towel in sight something Cathay hypes about in their commercials for premium economy. I was disappointed with the meal service as although we were served economy class meals the portions were tiny for a 14.5 hour flight. Staff were great pleasant and courteous and it was always service with a smile. They weren't around much after the meal service but did respond to calls. Personally I do not think these seats are great value for money due to the inadequate meal service and the general similar cramped feeling of economy. The seat mechanism was difficult to work and my seat would not go upright without the help of a steward who said that they were having problems with the premium economy seat recline mechanism.,0.097,0.755,0.148,0.9129,positive,possible_mismatch,normal
Spirit Airlines,Economy Class,1.0,no,"I traveled by spirit airlines from Santo Domingo to Miami, I paid for my suitcase online and when I got to the airport, they told me that I only paid for the hand luggage, I paid 77 dollars for the hand luggage. (I had never paid for my hand luggage in other airlines) I tell the girl who attended me that I had already paid and she very arrogantly tells me that I still need to pay for the main suitcase. He tells me that it is 116 dollars, but that my suitcase has 4 extra pounds and that I have to pay 50 dollars more, 166 in total. I explained to him that I didn't know that carry-on bags had to be paid for and he told me that this is the company's rule. In total I paid 243 dollars just for luggage, almost half of my round trip flight. I think it's not fair for them to do that. Apparently one has to travel with a backpack. I will never travel by this airline even if they have free flights. They are scammers. Yo viajé por spirit airlines desde Santo Domingo hacia Miami, pagué mi maleta en línea y cuando llegué al aeropuerto, me dicen que yo solo pagué el equipaje de mano, pagué 77 dólares por el equipaje de mano. ( yo nunca había pagado mi equipaje de mano en otras aero linea) Le digo a la chica que me atendió, que ya yo había pagado y ella muy arrogante me dice que falta pagar la maleta principal. Me dice que son 116 dolares, pero que mi maleta tiene 4 libras de más y que tengo que pagar 50 dolares más, 166 en total. Le explico que yo no sabia que la maleta de mano se pagaba y me dijo que esa es la regla de la compañía. En total pagué 243 dolares solo de equipaje, casi la mitad de mi vuelo ida y vuelta. Yo considero que no es justo que hagan eso. Aparentemente uno tiene que viajar con una mochila. Jamás viajaré por esta aerolínea aunque tengan los vuelos regalados. Son unos estafadores.",0.035,0.928,0.038,0.3095,positive,possible_mismatch,low_rating_but_positive_text
KLM Royal Dutch Airlines,Economy Class,2.0,no,"To start with positives, the plane was pretty tidy and well maintained and the supplies given were clean. The cabin crew was very soft spoken and helpful. Now the tough ones. The inflight entertainment system was horrible. Tiny screen with horrible viewing angles and resolution, could barely watch anything properly. The earbuds provided were of very poor quality. The food served, twice to be precise, was totally unpalatable. And to top it all up, we had baggage problems and no response received from the KLM's customer care. Would not recommend, would not fly KLM again.",0.156,0.662,0.182,0.4761,positive,possible_mismatch,low_rating_but_positive_text
Air Berlin,Business Class,5.0,no,"Dusseldorf to Punta Cana. The seating in our plane (AB7446 on Jan 4th 2016) was NOT the one shown on any seating map we could find (not even Air Berlin's). Identical staggered cubicles but inverted window/aisle positions. E.g. second row had 02A (window) and not 02C (aisle), third row had 03C and not 03A and so on. Reason why you won't find my 03C on those maps. Seats are horribly narrow and not long enough in the flat position (I m 184 cm tall, you won't be comfortable lying if you are taller than 170 cm, I tend to think), the reading lamp not usable (light beam never illuminates your book page since there is no flexible support/stem like many airlines offer), and almost no room to put your belongings. Okay for day flight in the seating position. Obviously those seats are not keeping Air Berlin's attractive promises (see their website). They should be changed. These seats are light years away from Qatar Airways Boeing 773-ER's and 772-LR's heavenly comfort). I did not use the IFE unless to track the route. So no idea of IFE's value but it offers a wonderful large screen and terrific high definition for the route tracker. I did not use the connectivity either, unless to charge my tablet battery but there are various sockets available (including USB). Drinks generally OK, real Champagne being an asset. Lunch food was nothing fancy but generally okay, snacks not so okay. Excellent service by highly motivated and attentive flight attendants as well as remarkably professional and kind check-in agent. Amenity kit included slippers, a definite asset as far as hygiene is concerned. Cabin was clean. No separate business class counter during ""night before check-in"" service! Not acceptable in my opinion. My seat and general ratings as well as my recommendation would of course be much better if I were a small tiny person.",0.074,0.735,0.192,0.9935,positive,possible_mismatch,normal
British Airways,Business Class,2.0,no,"British Airways short haul Business Class is nothing more than an economy class seat and maximum 31 inch pitch, with lounge access and a meal thrown in. So is it worth paying three times the cost of an economy ticket? BA recently introduced Business Class on domestic routes and as I got a decent price for booking well in advance, decided to try it out. Checking in was efficient, and the Galleries Club Lounge adequate (no comparison whatsoever with Asian or Middle Eastern Airline lounges). Priority boarding although announced, did not make any difference as economy and business class passengers were in the same queue and confused. Having maneuvered into the cramped seat, I was offered a hot towel as soon as I sat down. I couldn't decide whether to be amused or embarrassed by the new celebrity cast safety video. It was more spot the stars, than listen to the safety instructions. But I guess it was something different BA was trying out. The service on board was surprisingly efficient and swift. Soon after take off, a tasty snack and bar service with premium brands was offered on this one hour flight. The service was good, considering a one hour flight. Despite a Boeing 767, 2x2x2 layout, the cabin felt claustrophobic. To me, this was no different than economy seating, with virtually no leg room. How can this be branded as Business Class? Is the extra cost justified to fly Club Europe? Absolutely not.",0.034,0.858,0.108,0.9503,positive,possible_mismatch,low_rating_but_positive_text
China Southern Airlines,Business Class,4.0,no,CZ304 London to Guangzhou Business class. Staff very friendly attentive and helpful. Our seats 14 K and H were not reclining so we changed to 14 G and D which were reclining but a bit loose as they were happily swinging. Our TV screens were not working. Stop in Guangzhou wait in the lounge. Ok but if you are vegetarian no much to eat. We had a refreshing shower. Boarding next flight CZ305 to Auckland Business class. From the start a strong argument in Chinese with a lady economy class passenger. 4 economy passengers were seated in business class for take off after which two of them refused to move. Finally they were sent back to economy class. Curtains do not work. All the flight through economy class passengers were strolling through business class talking loudly. My seat 14A was not reclining so I had to move seat again. The food was good for my husband and for me (vegetarian option) friendly staff. But at one time our crew member apologised as she was called to help in economy class. Landing in Auckland. Already the huge wave of economy class passengers were rushing through the curtains and was contained by two ladies cabin crew. Luggage collection: We should have got our luggage in priority being business class passengers. Our luggage were the last ones to arrive. It was a very unpleasant experience with many passengers pushing through and piling their numerous pieces of luggage next to you. We have to travel back in two weeks time. Hope that the trip will be more pleasant and of a better quality. On the good side the planes are new and the pilots excellent.,0.049,0.781,0.169,0.9912,positive,possible_mismatch,low_rating_but_positive_text
Spirit Airlines,Economy Class,1.0,no,"We were flying back home on January 16, 2016 from Fort Lauderdale to Detroit after a week long vacation. It was a foggy morning and I understand the initial 2 hour delay, but then told another 2 hours delay, and then another 1 hour delay and then finally after 5 hours it gets cancelled! Meanwhile it's sunny and not a cloud in the sky. Only options given were a refund or rebook on next available which was 24 hrs from initial flight. We took the next available. Overhead announcements you could hear so many other Spirit flights being cancelled as well! By this time all reasonably priced hotels were booked and only ones that were $150+ were left. Not willing to spend more money on accommodations and taxis we chose to sleep at the airport. So 29 hrs later we finally boarded. What an ordeal! But never again would I choose Spirit again or recommend them to anybody.",0.072,0.843,0.085,0.5301,positive,possible_mismatch,low_rating_but_positive_text
Brussels Airlines,Economy Class,1.0,no,"✅ , |  Copenhagen to Brussels. I flew Brussels Airlines in July 2016, due to strike action our plane was more than 2 hours late and our luggage was left behind. I understand these things happen but what I don't understand is the lack of care shown by staff. We were a family travelling from the other side of the world we had nothing and we weren't even offered a tooth brush. No one would reply to our emails our phone calls etc until we wrote on social media (something I have never done before but we we desperate). Our luggage has been previously left behind by Air France but we were kept up to date every minute until our luggage was returned. We are entitled to compensation and we have this in writing. We provided all documents requested and they then asked for our bank details on 1 August 2016 which we provided and we have not heard from them since then.  I have never encountered a company quite like this - no wonder their staff go on strike. I would think twice about flying this airline. Even after the delay leaving our luggage behind you are not even offered a complimentary glass of water!",0.077,0.86,0.063,0.0853,positive,possible_mismatch,low_rating_but_positive_text
Wizz Air,Economy Class,3.0,no,"BEG-LCA and back. Boarding in Belgrade chaotic taking place in a small non-refurbished gate (A8) that can't fit the number of people on an A320 even though our flight wasn't full. Passengers behavior on board appalling same as the attitude of the stewards and FA's. The flight was like a flying bazaar Legroom is none. Takeoff and landing done in an unpleasant manner even though the weather was fine (I'm a frequent traveler). On return boarding at Larnaca gate 41 the one with the stairs. Many people got overcharged for hand-luggage. Crew attentive this time around and passengers well behaved. Got moved to the emergency seat for free. The pilot was a true professional landing excellent. As you can see Wizz Air can be hit and miss. To use only if you're light on luggage and able to respect the stingent rules that could easily make your ""cheap"" ticket skyrocket above the price of the one of a regular airline. Until a year ago Wizz Air Serbia was still allowing free checked-in luggage now only allowed with Wizz Air Ukraine.",0.08,0.799,0.122,0.8647,positive,possible_mismatch,low_rating_but_positive_text
Tunisair,Economy Class,2.0,no,LHR-TUN return to LHR. Aircraft was A320 on both legs a little old but well maintained. Cabin was tidy and the crew were smiling and responding to all demands. Pitch is ok and you are allowed to carry 20 kilos of luggage. We had a choice of 3 meals on a 2 hr 45 mins flight beer is on demand and you could take whatever you want. A good experience.,0.022,0.799,0.179,0.9119,positive,possible_mismatch,low_rating_but_positive_text
Virgin Australia,Economy Class,1.0,no,"VA 171 to Port Vila. We all realise weather can interrupt travel plans but this was an absolute joke. 13 hours of flying in the South Pacific to arrive back in Brisbane with the banal comment from the Captain and Lead Flight Attendant of ""Hope you make it to Vila tomorrow"". A flight full of families with young children and one sandwich and a cup of juice for them. We all know you pay for what you get but this is well below substandard. I have had better service of Aeroflot. No wonder it has been 8 years since I have given Virgin Australia my money for the exact same reason of poor customer care.",0.077,0.793,0.131,0.8481,positive,possible_mismatch,low_rating_but_positive_text
Finnair,Economy Class,1.0,no,"Extremely disappointed and frustrated after my latest trip to Helsinki from London Heathrow. Finnair is one of the most expensive airlines operating in Europe. I normally fly with BA but have used the Finnair service in the past as it was comfortable and peaceful. That does not apply anymore as Finnair whilst continuing to levy premium rates for its flights now have the audacity to charge you for anything but a tea, murky coffee (disgusting anyway) and some strange concoction described as blueberry juice. If I pay for a cheap flight with a budget airline then I expect it to be a no thrills experience and have no problem paying for some in-flight options. But not with what is supposed to be a quality airline charges the highest prices. I also have to add that the entire flight was invaded by noise pollution, constant and endless announcements, often in a flippant manner, and dumbing down of passengers. When I fly it is an opportunity to have some peaceful time, that I did not get, the incessant noise and announcements about such irrelevant matters relating to duty free and cabin crew personal recommendation (often in a childlike format) was stressful. Until Finnair revert to providing a service commensurate with the fare structure imposed, I will refrain from using the airline as there are plenty of other ""good value for money"" options that can offer an experience every bit as good as what Finnair was capable of doing in the past. ",0.088,0.777,0.134,0.9555,positive,possible_mismatch,low_rating_but_positive_text
Emirates,First Class,3.0,no,"Denpasar to Auckland. Very disappointing experience. I treated myself to a First Class frequent flyer ticket. I have flown Emirates First before which was similarly uninspiring - this flight confirmed for me to never bother again. Of course it was spacious and comfortable, couldn’t have been more so. The departure time of 5pm meant it was an ideal time to really enjoy a meal. There were only 6 passengers in First - me, another man and a family of 4 (including 2 young girls). So the cabin staff were hardly busy. After take off I did not see any uniformed flight attendants again, just a women in the serving ‘uniform’ who took food and drinks orders and served meals. She was incredibly surly and often just plain rude. For example, I when I asked for a simple champagne cocktail from the menu she rudely told me that it would take at least 15 minutes to make. Knowing that it only consisted of 2 ingredients I wasn’t deterred as she might’ve thought I’d be. The meal courses were roughly put down and she went through the motions of begrudgingly serving me. It occurred to me that maybe she was in a bad mood because all he colleagues had gone off to rest leaving her to do all the work. It was a very unpleasant experience for me. Not a single smile or kind, gentle word the whole flight.",0.071,0.85,0.079,0.2577,positive,possible_mismatch,low_rating_but_positive_text
Lufthansa,Economy Class,5.0,no,"My return leg from Johannesburg to Tokyo on Swiss had been cancelled and I was put on a Lufthansa flight. The flight was OK but i really felt the food and drink situation was terrible. Johannesburg to Frankfurt was about 10 hours. The first meal consisted of a salad of carrot, squash and aubergine, a roll, a cake with raisins, and a dry pasta with some tomato sauce. Initially, I thought that as the plane was full and I was at the back of the plane that this was the left over option. It transpires that there is only one option and it is vegetarian which doesn't bother me but might others. The pasta was pretty horrible and really felt like something a student might make. Just past and a bit of tomato sauce. the salad was small and bland. The roll and cake were fine. The second meal (breakfast) was a yoghurt a cereal bar and a dry sandwich (also vegetarian). Beer and wine are complimentary but spirits are not and come in at about 7 euros. No snacks or nuts with the drink service though you can buy them. The seat was fine, the entertainment system was difficult to use and had an average selection. The second flight from Frankfurt to Tokyo Haneda which was around 15 hours due to closed Russian airspace was in airbus. The plane was new and clean and the entertainment system was easier to operate. However the food and drink situation was the same. In fact the same nasty pasta was served this time accompanied by a couple of chopped up lettuce leaves. breakfast was the same too. I really felt that for 15 hours on a plane there wasn't much food. I understand that times are tough for the airline industry and that probably Lufthansa are cutting costs with the food and drink service but times are tough for the passenger too and being fed not very much and of poor quality on two different transcontinental flights is a poor showing especially on what is supposed to be a premium airlines.",0.086,0.819,0.095,0.5316,positive,possible_mismatch,normal
